Temperature,Humidity,Pressure,Light,Cloudiness,API_Rain,Predict_Rain
39.3,69.6,1022.5,1840,30,0,0
39.9,55.0,1024.0,1081,65,0,0
24.4,50.8,1013.2,2458,54,0,0
32.6,82.8,1017.9,3951,67,0,0
34.1,59.2,1016.5,870,99,0,0
25.1,57.0,1016.4,1585,7,0,0
21.6,82.5,997.4,2958,2,0,0
21.2,79.2,1021.1,72,26,0,1
37.3,45.8,1003.9,2327,13,0,0
24.9,42.1,1002.4,674,19,0,0
21.2,81.8,1001.6,1450,1,0,0
33.1,80.1,999.0,555,94,0,1
21.1,40.2,1010.0,712,34,0,0
21.5,94.4,996.5,997,51,0,1
38.9,42.7,1003.3,140,34,1,0
29.9,45.9,1005.5,1999,10,0,0
37.8,98.2,994.9,2377,36,0,1
23.4,61.1,1003.8,2835,4,0,0
20.6,83.4,1020.2,1711,42,1,0
39.9,52.6,1016.5,991,88,0,0
24.9,97.0,1005.3,2455,51,0,1
26.2,82.4,1010.1,1023,69,0,0
28.3,42.6,997.2,2174,28,1,0
39.4,78.1,1007.4,3829,92,1,1
39.3,41.9,1019.9,1956,13,0,0
39.8,81.9,1018.1,3000,42,0,0
28.7,79.4,998.6,2452,53,1,0
27.3,81.0,1001.0,3838,46,0,0
28.4,46.0,997.8,3687,45,1,0
37.9,98.4,1006.7,3539,24,0,1
20.1,94.6,1024.9,697,30,1,0
39.0,40.8,993.0,765,25,0,0
26.9,91.0,1024.0,3725,65,1,0
22.7,40.3,1004.7,1340,96,0,0
29.7,75.4,1005.9,1221,75,1,0
28.1,51.7,998.9,3268,92,0,1
38.7,85.3,998.3,3337,9,1,1
36.6,66.6,1007.0,3463,32,0,0
34.7,73.5,1006.2,3758,80,0,0
25.6,41.9,1000.9,2537,34,0,0
26.6,92.0,1017.8,1793,42,0,1
20.2,70.1,1013.9,1629,93,1,1
37.3,69.7,998.0,1804,12,1,0
34.0,58.9,1005.7,1050,12,1,0
22.3,81.3,1004.5,1857,10,0,1
28.5,66.6,1020.3,3647,63,1,0
30.7,47.8,999.6,1648,58,0,0
34.7,73.7,1014.2,3215,80,0,0
31.0,45.0,1014.9,398,80,1,0
34.5,86.6,1004.3,2145,43,0,1
20.3,44.3,1019.2,2664,56,0,0
34.9,80.9,1022.3,1267,17,0,0
39.2,79.5,1021.2,2636,76,0,0
31.7,40.4,1021.9,1682,51,0,0
30.3,91.9,1024.8,1685,88,1,1
26.8,65.4,1019.5,1818,51,1,0
31.3,86.1,1005.6,322,72,1,0
22.9,90.3,994.1,1455,47,0,1
23.6,92.7,1020.2,2119,21,1,0
26.2,69.8,996.9,473,82,0,0
21.9,47.9,1012.7,1654,27,0,0
32.9,98.7,999.7,2137,32,0,1
24.8,57.3,1004.9,3713,87,0,0
39.3,74.6,991.5,1087,1,0,0
30.3,88.3,993.4,2212,46,0,1
25.4,70.9,994.0,2617,27,0,1
35.2,61.2,1023.6,2511,48,1,0
23.5,50.0,1010.5,3433,98,0,0
29.3,82.9,1015.3,3493,39,1,0
34.1,58.1,1023.1,1560,30,1,0
21.4,50.7,1019.0,2530,21,0,0
25.3,61.6,1003.9,1066,12,0,0
35.4,61.8,1021.8,2834,38,1,0
37.9,84.8,993.8,2571,83,1,1
35.1,66.2,1022.5,1804,14,0,0
25.7,59.7,1024.1,4079,34,0,0
39.9,91.2,1004.8,1865,51,0,1
25.0,87.0,994.2,1986,19,0,1
20.7,70.0,1006.6,1162,56,0,0
26.2,65.8,1009.3,3598,21,1,0
23.8,51.5,991.1,323,9,0,0
38.9,78.2,1006.9,1827,45,1,1
27.0,70.2,1015.7,564,5,1,0
37.5,79.2,1022.1,2691,54,0,0
26.3,71.7,1002.9,2893,88,0,0
27.0,47.7,1003.5,3239,29,1,0
31.5,84.5,1011.4,1560,55,1,0
37.9,79.9,1016.3,2451,46,0,0
27.1,84.3,1009.3,1291,82,0,0
22.5,97.1,1015.0,2359,53,0,1
37.6,80.1,997.8,1065,92,0,0
30.8,60.0,1008.9,3537,56,0,0
23.8,90.9,1005.1,213,53,0,0
39.9,48.2,1015.9,3470,70,0,0
38.6,72.5,995.1,3840,90,0,0
33.6,86.2,992.8,199,82,0,1
38.9,92.7,1002.9,45,25,0,1
25.4,81.4,1006.1,2084,18,0,0
38.4,95.0,990.1,1257,34,0,1
37.0,43.4,1017.2,2362,94,1,1
30.8,59.7,1004.8,3737,31,0,0
39.2,82.8,1004.6,141,21,0,0
37.0,54.1,991.3,2531,94,0,0
31.6,57.1,995.8,25,33,1,0
25.7,65.0,1015.2,648,69,0,0
37.3,78.7,1018.7,3171,60,0,0
27.0,60.6,1022.3,3875,12,0,0
31.9,49.0,1000.4,3566,50,0,0
34.3,57.8,1002.6,441,30,0,0
34.4,69.8,1020.9,2071,58,0,0
34.8,75.4,1013.2,2907,71,0,0
21.6,83.1,1010.8,203,51,0,0
21.1,46.2,997.9,2433,61,1,0
26.4,68.5,1018.7,2057,52,0,0
34.5,42.8,1013.7,1493,52,0,0
29.4,46.7,1002.4,876,80,0,0
36.8,62.4,1010.2,3165,100,0,0
20.2,78.9,998.8,4030,72,0,0
36.2,81.0,1006.0,2440,67,0,0
27.8,85.4,1005.6,103,81,0,0
21.7,49.3,1023.8,1293,44,0,0
38.0,53.9,1002.2,1078,43,0,0
29.8,44.1,1018.7,3734,38,0,0
22.5,96.0,990.1,2206,88,0,1
31.6,76.1,1001.0,1001,70,0,0
21.4,63.5,1012.1,2811,15,0,0
30.4,61.3,1023.6,1385,36,0,0
31.8,40.4,1021.1,286,99,1,1
25.8,63.4,1009.4,3541,11,1,0
39.7,97.3,1010.0,989,51,0,1
31.4,97.4,1005.1,2376,79,0,0
23.5,61.6,1002.1,2706,31,0,0
37.3,88.4,990.2,149,93,0,0
33.2,75.1,1003.6,1287,52,0,0
23.2,77.4,1016.3,3146,21,0,0
23.8,86.2,1007.6,3118,34,0,0
32.6,78.9,997.2,261,92,0,0
21.7,45.7,1019.6,549,57,0,0
25.3,95.5,1022.7,871,26,0,1
34.5,64.9,1002.9,2740,71,0,0
31.0,88.6,991.0,1551,42,1,1
22.2,68.4,1008.4,3224,85,0,1
21.8,40.4,1019.4,1521,99,0,0
22.6,60.6,1017.1,778,97,1,1
37.6,82.8,996.1,1159,2,1,0
24.3,78.1,1007.8,2746,7,0,0
24.1,97.0,999.7,2657,80,1,1
32.2,51.4,1000.2,34,44,1,0
22.0,99.8,1005.2,2999,44,1,1
25.0,75.5,996.4,727,19,0,0
25.4,87.4,1015.6,2971,52,1,0
32.7,54.3,1008.7,3872,90,0,0
21.9,81.5,1017.1,2316,82,0,0
37.2,86.5,1004.9,1207,92,0,1
33.0,99.5,1002.4,3556,34,0,1
33.7,88.2,1011.4,2888,83,0,0
21.4,60.6,990.7,534,39,1,0
36.9,57.5,998.5,3572,70,0,0
33.7,86.0,1003.4,1645,57,0,1
24.4,42.9,1002.4,853,15,0,0
27.2,79.1,1019.7,3993,66,1,0
34.7,70.6,996.3,2150,88,0,0
35.5,52.0,998.4,620,66,0,0
36.8,94.3,1012.3,2526,28,1,0
39.4,67.1,993.4,2930,26,0,0
23.7,50.2,994.4,1739,13,0,0
26.1,88.8,1008.8,3745,51,0,0
22.4,64.4,1014.0,1954,89,0,0
30.5,54.1,1016.5,3787,72,0,0
33.0,40.6,1001.3,3681,26,0,0
38.9,43.0,1001.3,1621,68,1,0
28.3,69.4,1021.0,727,11,0,0
34.3,81.2,1004.5,621,74,0,0
29.0,63.6,1006.9,2395,14,0,0
23.8,69.8,1023.7,3725,4,1,0
29.2,42.2,990.1,3655,15,0,0
24.5,52.5,996.6,349,37,1,0
26.9,67.6,1014.5,376,38,1,0
29.7,63.2,1006.7,3154,41,1,0
21.1,41.3,1006.8,1107,38,1,0
38.0,57.6,1001.7,713,25,0,0
38.9,58.6,1013.9,2627,97,0,0
34.9,41.4,1001.5,2116,22,1,0
24.4,78.1,1020.0,3741,33,0,0
21.0,53.2,994.9,1564,71,0,0
29.6,56.7,1013.1,2648,35,1,0
27.7,74.0,1024.5,1540,5,0,0
32.3,80.6,991.4,1607,71,0,0
32.1,58.9,1016.1,1367,60,0,0
34.1,57.7,998.1,902,56,0,0
36.9,52.9,1000.5,519,31,0,0
34.4,80.3,1005.6,1689,96,0,0
30.7,41.6,993.6,2862,92,0,0
38.0,95.9,1009.5,3754,44,1,1
28.2,85.8,1016.2,553,79,0,0
21.3,92.8,998.1,1959,16,0,1
37.5,52.2,993.5,684,21,0,0
35.9,66.1,993.6,1428,57,1,0
38.4,74.9,1000.9,3701,64,0,0
27.0,68.7,1006.6,2155,95,0,0
35.7,65.8,991.6,2032,95,1,1
35.6,90.9,1017.0,3920,7,0,0
29.7,76.8,1018.2,2666,36,1,0
36.6,63.5,1018.3,629,15,0,0
36.6,49.3,1012.0,2739,81,0,0
38.2,83.0,1023.4,65,6,0,0
24.3,81.4,1007.4,43,74,0,0
33.3,95.6,1014.3,2041,99,0,1
39.7,82.2,1017.6,3906,28,0,0
25.0,88.5,997.5,2495,73,0,1
33.8,48.9,992.6,3811,85,0,0
35.0,92.8,1019.1,2267,23,1,0
24.6,78.2,997.3,4050,11,0,0
38.7,75.4,1007.5,481,77,0,0
22.8,45.9,1004.6,12,25,0,0
34.0,49.4,1010.9,1867,38,0,0
36.0,62.6,1005.2,3446,14,0,0
37.6,50.1,1002.3,1716,54,1,0
32.5,78.6,1000.7,404,81,0,0
31.3,73.5,994.8,1732,56,0,0
34.2,80.9,1011.1,2566,70,0,0
26.9,90.2,997.0,2097,19,0,1
30.6,76.9,994.3,2039,96,0,0
25.2,72.6,1011.3,3694,97,0,0
27.0,41.7,998.6,7,78,0,0
29.0,60.5,992.7,1017,74,0,0
21.8,53.6,996.2,2565,72,0,0
21.3,58.7,1009.5,3684,15,0,0
30.4,51.2,1017.8,749,48,0,0
34.2,96.2,1024.3,2477,79,0,0
28.6,73.3,1005.3,3242,55,1,1
38.8,55.3,993.7,2355,31,0,0
37.8,70.1,990.0,1806,64,1,0
23.7,41.7,1002.4,3781,93,1,1
38.3,97.0,1017.7,1964,15,1,0
28.4,88.8,1023.2,1267,33,0,0
34.0,78.5,1012.9,2966,68,1,0
30.7,94.3,996.6,692,29,1,1
38.6,56.7,998.2,3276,59,0,0
27.4,84.0,1024.8,2356,96,0,0
23.6,73.4,1006.2,2511,57,0,0
28.8,94.5,1007.6,1798,42,0,0
27.3,55.1,1016.9,693,23,0,0
36.0,96.0,1001.9,2502,3,0,1
33.2,45.4,1003.3,1029,20,0,0
32.3,76.3,1023.7,3283,5,0,0
24.9,80.2,994.6,3088,51,0,1
34.4,56.6,1012.7,342,92,0,0
25.3,72.7,997.6,1716,68,0,0
20.3,70.5,1008.1,1016,22,0,0
29.3,41.4,1022.4,3037,49,0,0
31.0,70.0,1005.4,2021,100,0,0
20.7,55.3,993.8,335,27,0,0
32.6,50.1,1022.5,2939,60,0,0
35.2,82.6,1013.0,2665,14,0,0
26.1,95.5,1005.3,2880,54,0,1
25.9,77.2,1017.3,2920,94,0,0
38.9,80.2,1017.5,2860,12,0,0
23.9,44.0,1003.4,1662,22,0,0
21.8,81.3,998.7,1171,17,1,0
28.0,58.0,996.8,746,0,0,0
39.9,41.4,1018.7,2733,59,1,0
36.3,83.9,1003.2,1445,61,1,0
36.2,62.0,1012.4,3714,32,0,0
38.8,90.7,990.5,3388,97,0,1
26.9,58.4,1016.6,2148,89,1,0
22.2,79.1,990.4,1859,37,0,0
20.8,75.1,1001.3,177,33,0,0
33.0,61.8,992.2,1545,53,0,0
36.6,67.1,1001.1,1445,64,0,0
21.7,61.1,1001.8,942,97,0,0
34.3,70.5,1013.7,938,67,0,0
30.4,64.6,1011.6,48,67,0,0
26.7,59.4,993.1,2654,25,0,0
33.5,74.2,1023.8,395,94,0,0
37.4,57.6,1012.1,2351,14,0,0
37.2,69.1,1018.2,1186,51,1,0
30.2,94.5,1008.7,1673,44,0,0
29.6,86.5,1006.4,2663,72,0,0
22.0,53.0,1018.8,808,5,0,0
20.4,63.2,998.7,3507,71,1,0
37.7,71.1,996.7,940,86,0,0
30.6,69.4,992.9,2382,56,1,0
32.3,81.0,1005.5,2645,41,1,0
20.2,55.7,1020.7,1374,39,1,0
33.2,53.1,1012.8,450,58,0,0
29.9,80.7,995.7,3565,69,1,0
36.7,41.8,1020.9,3304,82,0,1
23.3,93.0,992.5,1350,73,1,1
33.5,83.0,1021.0,2584,88,0,0
37.4,92.5,995.4,1398,26,0,1
35.9,56.7,1008.7,3458,80,0,0
22.2,82.3,1009.1,3887,8,0,0
39.9,72.4,999.4,2308,81,1,1
35.2,85.8,1013.5,1965,76,1,0
26.0,54.7,991.7,3918,35,0,0
36.6,59.7,1014.4,2757,28,0,0
33.5,63.5,1023.1,295,58,0,0
39.5,57.3,1006.0,1643,41,1,0
23.3,86.1,1023.8,3963,49,0,0
37.6,41.6,994.9,2109,100,1,1
29.1,86.4,1015.1,3265,46,0,0
36.1,69.1,1016.4,1601,95,1,1
21.0,67.8,1002.7,4075,82,0,0
34.3,57.7,997.6,531,45,0,0
20.4,58.9,1000.3,1768,62,0,0
34.3,82.6,994.3,2393,34,1,0
30.3,63.7,998.7,3088,13,0,0
27.5,65.7,997.7,222,8,0,0
30.5,65.6,1007.3,1512,50,1,0
25.0,66.9,1016.4,3639,65,0,0
39.6,81.6,1016.6,1745,100,0,0
21.6,74.2,1024.0,3229,97,0,1
31.2,98.8,1014.0,2276,84,0,1
25.8,79.6,992.0,2914,92,0,0
30.8,99.9,994.8,851,47,1,1
29.9,63.0,1011.2,525,84,0,0
25.4,53.4,1021.5,3476,82,0,0
31.1,69.0,1007.5,217,62,1,0
39.2,48.4,1020.4,3751,64,0,0
31.0,94.2,1005.9,3503,15,0,0
39.1,56.7,1015.0,3907,64,0,0
20.3,42.5,1000.7,1746,90,0,0
21.5,61.6,1009.1,309,75,1,0
30.4,54.0,1008.9,1468,50,0,0
35.2,95.2,1017.4,817,84,1,1
28.5,71.1,1008.7,2612,87,1,1
27.8,60.8,1023.0,2016,11,0,0
34.0,61.2,1024.4,175,61,0,0
38.8,42.0,991.9,92,95,0,0
33.3,64.7,993.5,1500,62,0,0
28.2,45.8,1023.9,907,82,0,0
22.1,85.6,1017.1,436,26,0,0
30.1,46.9,997.1,2334,31,0,0
24.2,86.6,1018.6,367,90,1,1
37.6,49.7,1021.2,3873,72,0,0
38.3,40.3,1015.9,1753,78,0,0
23.5,52.3,1019.5,748,80,0,0
38.7,60.6,1024.3,3286,94,0,0
34.6,92.2,1003.4,3950,69,1,1
39.7,81.0,1023.7,3692,48,1,0
36.0,94.6,1018.7,3460,72,0,0
33.1,84.9,1008.2,3046,8,1,0
20.0,46.2,1020.1,3556,42,0,0
31.9,90.5,1003.2,3563,66,1,1
22.5,60.3,1011.8,868,66,0,0
27.1,43.3,1005.9,507,79,0,0
35.8,73.7,1007.6,2065,24,0,0
29.8,68.1,993.4,1114,22,1,0
33.9,91.4,1002.5,2610,100,0,1
34.1,90.7,1012.1,1084,73,0,0
38.5,67.4,1015.7,1455,55,0,0
35.9,59.5,999.0,2246,96,0,0
32.7,73.3,1024.6,1860,42,1,0
21.9,89.5,999.3,1590,81,0,1
33.4,60.9,996.9,3682,20,0,0
27.8,60.0,1017.2,2088,54,1,0
30.4,86.5,1019.6,895,11,1,0
33.3,73.7,1000.8,3799,41,0,0
29.0,80.2,1000.9,29,8,1,0
23.5,76.1,1023.9,2863,51,0,0
20.7,63.9,993.7,1280,28,0,0
36.4,60.2,1004.7,3615,61,0,0
32.7,54.2,1016.8,358,87,1,1
23.9,41.7,1021.9,131,47,0,0
27.9,63.4,1003.5,1082,38,1,0
39.4,78.1,1021.0,920,82,1,1
27.5,82.5,1009.9,3230,9,0,0
39.7,70.4,1007.1,2891,94,0,0
20.3,52.1,1000.3,1488,64,0,0
26.6,96.8,994.8,2765,45,1,1
35.5,46.9,1001.4,2262,32,0,0
38.8,46.4,992.6,2250,94,1,1
26.2,65.0,1010.9,2764,62,0,0
21.3,55.0,1009.3,3767,49,1,0
37.4,45.8,994.9,1474,43,0,0
35.5,51.2,994.6,2488,97,1,1
20.2,73.1,990.3,3601,37,0,0
36.3,95.2,1007.2,3858,52,0,1
35.4,76.6,1021.1,3917,78,0,0
36.6,62.4,1001.7,2127,68,1,0
32.8,57.7,1014.4,1308,55,1,0
29.4,100.0,996.3,2176,24,1,1
27.1,43.8,1022.0,3754,30,0,0
36.7,91.4,1005.7,3403,54,0,0
37.7,56.5,1017.4,3573,7,0,1
33.1,55.0,1023.1,549,98,0,0
35.7,47.4,998.2,444,92,0,0
34.7,61.4,1010.4,3802,8,0,0
30.7,65.7,1003.8,3004,28,0,0
23.3,90.0,1016.4,2773,35,0,0
30.7,64.7,1008.4,1556,68,1,0
28.8,75.2,1001.1,2633,51,0,0
35.7,58.3,1009.6,1913,95,0,0
26.6,87.6,1011.4,374,10,0,0
25.7,62.6,997.8,3362,47,1,0
28.3,68.4,1016.7,3879,4,1,0
22.5,71.9,1015.5,2643,46,1,0
27.5,92.0,1007.8,274,44,0,0
30.5,61.6,997.8,757,81,0,0
26.5,71.7,1001.9,746,26,0,0
29.7,45.5,1000.1,2725,10,0,0
36.4,55.5,1009.4,2599,26,0,0
24.9,63.9,1002.0,861,31,1,0
28.7,52.7,1003.1,2941,21,0,0
39.7,69.3,996.7,2342,27,0,0
26.2,56.8,991.5,545,45,0,0
28.4,58.4,1003.8,1575,40,0,0
29.1,90.8,994.0,910,5,0,0
34.8,84.2,991.7,47,53,1,1
37.2,58.0,1009.7,1903,90,1,1
39.2,96.0,999.6,353,67,0,1
32.3,70.6,998.8,1675,77,1,1
20.1,45.4,1013.4,755,66,1,0
29.5,55.6,995.1,503,21,0,1
36.5,92.0,1008.7,1195,14,0,0
30.3,56.6,999.7,1289,35,0,0
29.6,47.3,992.2,237,80,0,0
24.0,92.6,1004.3,2751,91,0,1
28.2,71.7,1011.8,3453,45,1,0
26.9,62.1,999.9,3691,42,0,0
32.4,60.5,1012.9,1028,8,0,0
34.9,46.4,1017.9,1871,81,0,0
24.6,93.8,991.3,3436,7,0,1
25.8,61.1,1005.3,2805,23,0,0
24.5,96.3,1010.2,799,25,1,1
38.8,74.4,1003.2,902,72,0,0
32.3,96.5,1022.6,2762,11,0,1
28.8,52.1,1007.3,3023,80,0,0
36.0,82.7,1016.0,3861,37,0,0
25.4,47.2,1005.1,871,79,0,0
31.0,93.3,1018.3,4070,85,0,0
28.6,75.6,1007.9,2609,22,1,0
24.4,42.5,994.0,3989,44,1,0
22.2,46.8,1008.8,2055,66,0,0
26.0,79.3,1013.0,1429,60,0,0
35.8,86.0,1000.1,2877,30,0,1
26.6,70.2,1002.0,694,58,0,0
23.5,72.2,999.9,2517,84,0,0
39.4,92.4,995.9,1800,28,1,0
33.7,72.6,1016.3,487,29,0,0
29.5,56.7,999.3,2253,39,0,0
35.6,65.8,1022.5,81,10,1,0
27.0,60.7,990.5,763,91,0,0
34.2,74.0,997.1,3606,79,1,1
36.6,74.8,996.1,585,74,0,0
39.6,43.4,994.0,621,48,1,0
22.1,61.2,1016.2,2798,97,0,0
27.8,46.8,1021.5,877,49,1,0
37.2,79.9,1011.4,898,15,1,0
31.6,58.7,1006.5,2369,27,0,0
21.1,96.4,990.2,212,77,0,1
21.6,67.1,996.0,2309,22,0,1
20.2,89.3,1024.3,4084,59,1,0
27.6,98.2,1007.3,1229,61,1,1
23.2,89.4,1016.4,550,73,1,0
30.2,76.6,1022.7,1944,79,0,0
23.1,94.5,1008.8,177,45,0,0
29.1,94.2,1017.3,2927,27,0,0
36.8,68.6,1015.5,1926,30,0,0
33.7,84.6,995.1,2055,1,0,0
21.8,74.7,1006.5,2580,2,0,0
28.2,44.9,993.7,1148,61,0,0
35.6,66.5,1006.2,2244,3,1,0
30.6,68.5,1012.6,2846,66,0,0
26.0,95.7,1020.5,3081,22,1,1
24.6,47.5,1004.5,3443,65,1,0
39.1,52.9,1019.6,3778,97,0,0
34.6,56.7,1023.8,1192,14,0,0
20.9,93.4,1016.2,2277,98,0,0
34.4,81.3,994.9,1273,22,1,0
22.6,58.8,1016.7,1393,21,1,0
31.3,49.2,1021.7,3719,42,0,0
37.1,92.3,1012.5,3118,95,0,0
24.0,64.8,1005.3,2897,30,0,0
24.7,43.5,1014.2,2595,61,0,0
37.6,48.2,1020.3,3209,38,1,0
23.1,83.7,1006.5,2438,82,0,0
21.6,60.7,1021.4,2593,86,0,0
22.0,87.7,1017.3,2850,84,0,0
24.0,67.5,1005.8,2667,59,0,0
31.9,72.5,994.2,1366,72,1,0
21.3,88.2,1002.3,1183,65,0,1
26.9,49.4,1005.6,2208,95,0,0
35.6,46.4,1012.4,1287,86,0,0
39.6,40.2,1019.0,2731,3,0,0
36.1,67.5,1000.2,3662,41,0,0
34.3,63.4,1004.3,2158,41,0,0
36.2,89.9,998.9,3501,37,0,0
24.7,92.4,1001.9,3489,95,0,1
36.0,67.9,1008.8,194,82,1,1
23.1,57.9,998.2,3717,63,1,0
20.9,47.8,1007.5,156,83,0,0
35.0,77.2,1007.9,2184,64,1,0
20.7,58.8,991.3,3181,94,1,1
39.8,40.1,994.7,3857,26,1,0
28.2,84.2,996.8,1868,10,0,0
21.1,87.7,1012.8,244,25,0,0
32.3,62.0,1005.1,3667,44,0,0
29.2,74.9,994.4,1294,76,0,0
35.5,69.3,997.6,1389,73,0,0
39.5,55.0,993.3,2786,96,0,0
28.8,77.2,1014.0,1770,92,0,0
38.3,40.6,1002.0,2313,93,0,0
34.7,52.7,1024.0,1373,90,1,1
26.2,61.4,1002.5,3127,54,0,0
27.6,87.1,1006.0,1283,71,0,0
34.8,65.6,1024.2,3234,84,1,1
33.7,76.5,1015.3,3990,15,0,0
38.4,54.4,993.4,3238,50,0,0
23.5,87.8,995.1,3344,77,0,1
33.1,79.7,1004.7,3499,77,1,0
35.4,85.2,1008.1,1138,35,0,0
23.8,74.5,1023.8,3044,34,1,0
24.6,64.5,992.8,1742,9,0,0
22.4,87.3,993.1,571,77,1,1
26.3,78.0,1009.2,1212,89,0,0
30.4,52.1,1009.5,1405,30,0,0
23.5,65.9,1003.9,1477,95,0,0
29.9,44.4,1018.9,1447,20,1,0
32.1,52.7,1007.9,529,63,0,0
26.2,70.0,1022.6,1118,62,0,0
24.1,59.6,1017.5,811,19,0,0
32.9,54.3,1003.6,3620,48,0,0
24.8,41.5,1012.2,822,55,0,0
29.1,68.7,1007.9,3714,36,0,0
25.7,74.9,1007.9,2440,96,0,0
33.8,69.8,999.6,2145,48,0,0
22.5,41.9,1012.4,1846,30,0,0
25.2,71.2,1000.5,3096,3,0,0
25.5,59.2,995.7,415,10,1,0
25.9,74.2,1002.7,2811,40,1,0
33.3,89.7,997.6,1975,83,0,1
25.9,49.4,995.7,4034,81,0,0
31.3,96.4,1024.5,710,31,1,1
36.8,59.4,1011.3,1528,70,0,0
28.5,46.4,990.9,2725,6,0,0
38.8,99.4,1013.0,2667,44,1,1
35.8,66.9,1013.6,3469,28,0,1
39.6,44.3,1023.6,3501,21,1,0
37.7,56.4,1022.7,3894,9,1,0
31.5,75.6,996.8,4024,96,0,0
37.5,76.8,1010.5,1318,81,1,1
39.0,98.7,1004.4,3261,2,0,1
30.7,74.2,1020.7,588,9,0,0
25.8,59.7,993.9,2354,97,1,1
36.5,77.1,1014.1,362,87,0,0
26.3,75.9,995.1,2114,22,1,0
35.7,61.2,991.8,1718,95,0,0
24.8,40.6,992.0,1853,48,0,0
28.0,91.2,1013.3,3399,31,1,0
33.5,82.2,1022.2,2367,51,0,0
27.8,45.4,1009.8,932,5,0,0
34.3,94.8,1017.6,120,17,0,0
34.8,62.1,991.0,1721,68,0,0
29.2,89.1,992.6,2944,10,1,1
27.7,72.4,996.3,1380,100,1,1
23.9,48.3,1011.1,2740,29,1,0
29.7,88.9,1002.8,1923,84,0,1
24.2,43.6,1015.3,3159,5,0,0
36.3,96.7,1018.8,1695,76,0,0
30.8,71.7,1002.9,3750,51,1,0
37.8,59.7,1022.9,3836,39,0,0
22.2,46.4,1010.8,3870,46,0,0
22.9,44.8,999.7,336,91,0,0
29.6,54.5,1022.8,54,39,0,0
21.2,41.5,1020.4,811,6,0,0
23.4,76.2,1011.3,2504,43,0,0
28.3,41.9,1016.3,1818,5,1,0
37.9,84.8,998.2,2238,2,0,1
20.5,97.2,993.5,2176,10,0,0
29.3,45.0,993.8,1306,5,0,0
29.5,69.4,1001.5,2966,1,0,0
23.4,48.8,993.9,207,69,1,0
24.6,46.0,1010.1,2711,81,0,0
25.5,59.9,1005.2,155,85,0,0
27.4,64.8,1005.4,1765,46,0,0
24.7,43.3,1006.6,2920,39,1,0
36.9,90.1,1008.3,1936,87,1,1
33.9,46.6,1017.5,1813,58,1,0
23.9,89.3,992.8,2966,63,1,1
24.4,45.4,1022.6,458,46,1,0
39.9,82.5,1001.9,3488,13,0,0
33.5,88.7,1005.2,760,65,0,0
25.9,55.9,997.8,873,47,0,0
24.9,78.5,1015.6,403,99,0,0
35.9,72.3,1003.1,3198,20,0,1
33.3,42.4,1019.7,3571,44,0,0
35.9,88.0,996.9,1904,4,1,1
20.3,67.9,992.4,4018,49,0,0
39.8,89.5,1006.9,1657,57,0,0
25.1,50.9,994.5,2877,66,0,0
27.9,65.4,1004.6,116,99,1,1
38.0,98.4,1010.6,3346,92,1,1
21.9,58.3,1024.0,2604,97,0,0
35.2,43.6,1001.8,3161,77,0,0
22.4,78.0,1006.4,3638,5,0,0
30.8,49.4,1001.6,474,83,0,0
31.7,68.7,995.8,1095,86,1,1
35.6,68.3,993.6,2576,47,1,0
27.6,82.6,1013.3,2464,30,0,0
28.1,68.5,1013.5,3631,60,0,0
36.9,46.9,1006.0,1990,90,0,0
24.6,91.8,1022.7,2173,52,1,0
33.3,69.8,999.4,2779,2,0,0
37.8,78.0,1021.0,709,43,1,0
25.3,58.1,1005.3,2906,11,0,0
30.1,94.1,1007.7,3366,77,0,0
22.4,94.1,1015.4,3193,43,0,0
22.9,53.1,1020.4,3569,40,0,0
27.3,95.4,1003.8,2162,32,0,1
23.6,44.6,999.7,1810,11,0,0
28.7,52.9,1007.8,939,55,0,0
29.6,59.5,1004.4,579,55,0,0
38.7,78.8,1023.8,503,26,1,0
28.2,45.2,1003.7,1948,27,1,0
22.9,67.4,990.4,479,75,1,0
32.2,79.2,1018.7,1329,14,0,0
24.0,99.4,1006.4,2205,39,0,1
24.4,85.9,1024.1,2187,7,0,0
34.0,87.8,1019.3,4005,35,0,0
28.8,50.3,1001.7,1806,26,1,0
26.1,89.3,1009.3,3935,29,1,0
30.3,61.1,1016.6,323,10,0,0
30.3,53.7,994.5,860,49,0,0
26.7,71.2,1016.6,834,74,0,0
30.7,71.5,992.8,3422,4,0,0
37.0,94.3,996.8,1303,62,0,0
20.6,73.3,990.6,1140,23,0,0
32.3,72.7,995.8,3935,43,0,1
28.5,84.6,1021.0,3724,98,0,0
20.3,90.6,996.1,926,21,0,1
34.0,74.1,1009.2,3350,93,1,1
24.1,48.0,1016.9,2535,80,1,0
35.4,91.7,998.5,2412,44,0,1
32.0,99.3,1010.5,559,1,0,1
35.5,90.6,994.0,549,15,1,1
32.2,91.7,998.5,1260,23,0,1
28.7,75.6,999.0,44,50,1,0
27.3,74.0,1016.5,2834,99,1,1
33.9,59.8,1018.5,1608,32,0,0
34.5,55.5,1020.5,3350,29,0,0
28.3,78.8,993.2,401,16,0,0
24.3,92.1,1008.7,2168,53,1,0
26.4,67.9,1021.0,3208,15,1,0
37.8,54.3,1016.8,4058,58,0,0
27.5,83.8,1023.7,1465,37,0,0
29.7,97.5,1019.5,961,22,0,1
38.3,78.3,998.0,1926,21,0,0
